LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg
L01410,30,117175,45487,6.25,36,701,2024-03-14,0,,0.3881971410283764,0.3881971410283764,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L01411,44,26849,39015,6.4,24,766,2023-02-04,1,2024-12-24,1.4531267458750792,1.4531267458750792,40s,23.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01412,55,137752,34113,17.92,36,692,2023-07-18,0,,0.24764068761252106,0.24764068761252106,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L01413,35,132610,8956,8.02,36,619,2024-04-21,0,,0.0675363848880175,0.0675363848880175,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01414,27,90199,42830,17.48,36,461,2022-12-27,0,,0.47483896717258506,0.47483896717258506,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L01415,69,73472,25322,12.43,60,586,2023-10-11,1,2025-11-23,0.3446483013937282,0.3446483013937282,60s,26.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L01416,49,70617,23493,11.28,60,819,2023-12-05,1,2028-05-28,0.3326819321126641,0.3326819321126641,40s,55.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.2727769536617015
L01417,68,93300,48771,10.02,12,403,2023-04-27,0,,0.5227331189710611,0.5227331189710611,60s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01418,57,91196,32521,12.23,12,576,2023-06-22,0,,0.3566055528751261,0.3566055528751261,50s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01419,24,141019,35060,9.6,24,642,2022-07-08,0,,0.24861898042107802,0.24861898042107802,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L01420,66,126415,38169,9.74,24,565,2023-03-01,1,2023-08-11,0.3019341059209746,0.3019341059209746,60s,5.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01421,21,81772,16824,13.64,60,839,2022-09-16,0,,0.20574279704544343,0.20574279704544343,20s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253
L01422,68,145548,32290,6.07,12,398,2023-06-03,1,2024-04-08,0.22185121059719132,0.22185121059719132,60s,10.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01423,51,103536,16806,17.41,12,819,2024-03-29,0,,0.16232035234121464,0.16232035234121464,50s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L01424,25,26853,43477,4.76,36,319,2022-11-08,0,,1.6190742188954679,1.6190742188954679,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01425,22,113476,6203,11.5,48,686,2023-06-24,1,2025-01-27,0.05466354118932638,0.05466354118932638,20s,19.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01426,43,72683,3801,17.65,48,577,2023-11-16,0,,0.0522955849373306,0.0522955849373306,40s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01427,22,102269,35449,11.25,48,300,2023-01-12,0,,0.3466250770028063,0.3466250770028063,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L01428,68,56145,25412,9.43,60,819,2023-11-23,0,,0.4526137679223439,0.4526137679223439,60s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01429,25,39569,28738,6.23,48,575,2023-02-01,1,2025-07-16,0.7262756198033814,0.7262756198033814,20s,30.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01430,38,101720,33897,5.7,48,453,2023-11-12,0,,0.33323830121903264,0.33323830121903264,30s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01431,66,107154,14934,9.83,36,367,2023-03-16,0,,0.13936950557142058,0.13936950557142058,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01432,26,101741,30331,7.17,24,658,2024-02-17,0,,0.2981197354065716,0.2981197354065716,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01433,69,54629,49910,11.11,60,713,2022-05-22,1,2024-10-01,0.9136173094876348,0.9136173094876348,60s,29.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995
L01434,31,58015,37502,5.01,12,644,2022-07-25,1,2023-06-28,0.6464190295613204,0.6464190295613204,30s,11.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L01435,46,43977,43931,8.25,36,824,2022-06-07,1,2024-07-04,0.9989539986811288,0.9989539986811288,40s,25.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L01436,22,54959,35328,17.41,48,718,2024-03-28,0,,0.6428064557215378,0.6428064557215378,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L01437,51,46708,21847,8.76,12,755,2024-01-31,0,,0.4677357197910422,0.4677357197910422,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L01438,68,146913,16541,6.68,36,677,2024-03-10,0,,0.1125904446849496,0.1125904446849496,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L01439,61,79072,5024,5.05,60,431,2023-02-10,0,,0.06353702954269526,0.06353702954269526,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01440,30,27086,5317,6.9,48,763,2024-02-10,0,,0.19630067193384035,0.19630067193384035,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01441,31,68380,10848,16.61,60,573,2024-04-07,0,,0.15864287803451302,0.15864287803451302,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01442,34,55233,19304,16.55,36,403,2023-10-24,1,2025-06-18,0.3495012039903681,0.3495012039903681,30s,20.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L01443,38,111549,30928,7.22,12,318,2023-11-26,0,,0.2772593210158764,0.2772593210158764,30s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01444,28,143102,3002,7.68,24,764,2023-04-04,1,2025-03-23,0.020978043633212675,0.020978043633212675,20s,24.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01445,34,98322,18037,16.65,48,438,2023-01-16,0,,0.18344826183356727,0.18344826183356727,30s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L01446,67,113293,44907,9.31,60,346,2023-02-20,1,2023-04-30,0.3963792996919492,0.3963792996919492,60s,2.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01447,68,29967,19218,6.94,12,807,2023-10-18,1,2024-06-04,0.6413054359795776,0.6413054359795776,60s,8.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L01448,33,108444,38912,9.35,12,376,2024-02-21,0,,0.35882114270960125,0.35882114270960125,30s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01449,46,48261,44065,5.31,24,775,2023-02-20,0,,0.9130560908393941,0.9130560908393941,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01450,44,115954,14340,8.44,36,544,2024-01-12,0,,0.1236697311002639,0.1236697311002639,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L01451,42,84204,10737,12.3,24,441,2023-08-26,0,,0.12751175716118,0.12751175716118,40s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.5217881940193556
L01452,40,27310,38167,8.07,24,451,2023-03-27,0,,1.3975466861955328,1.3975466861955328,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01453,33,96733,16050,17.63,36,749,2023-03-30,0,,0.16592062688017534,0.16592062688017534,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01454,63,128807,8122,10.55,36,315,2023-05-01,0,,0.06305557927752374,0.06305557927752374,60s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864
L01455,69,120414,36725,17.38,36,606,2023-01-06,0,,0.3049894530536316,0.3049894530536316,60s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L01456,50,145882,14595,12.99,12,554,2022-11-06,0,,0.10004661301599924,0.10004661301599924,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01457,43,128237,38645,9.8,12,570,2023-03-09,0,,0.3013560828777966,0.3013560828777966,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01458,66,50783,20325,9.79,48,545,2024-05-08,0,,0.400232361223244,0.400232361223244,60s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295
L01459,49,84222,37493,15.59,48,387,2024-01-25,0,,0.4451687207617962,0.4451687207617962,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L01460,22,127157,10187,14.1,24,372,2023-05-01,0,,0.08011356040170813,0.08011356040170813,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864
L01461,43,135844,22510,4.56,24,819,2022-09-07,1,2024-02-07,0.16570477901121874,0.16570477901121874,40s,17.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253
L01462,68,40460,17963,15.23,48,430,2023-04-22,0,,0.4439693524468611,0.4439693524468611,60s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01463,34,66371,45705,9.66,60,637,2023-03-29,0,,0.6886290699251179,0.6886290699251179,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01464,69,58374,9766,7.31,24,432,2022-06-20,1,2023-07-05,0.16730051050125055,0.16730051050125055,60s,13.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L01465,49,57134,4506,15.7,60,375,2022-10-16,0,,0.07886722441978507,0.07886722441978507,40s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.3880478651371675,2.413916357481154
L01466,57,128162,48384,15.28,60,466,2023-02-18,0,,0.37752219846756446,0.37752219846756446,50s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01467,43,112438,5810,16.12,36,308,2023-04-28,0,,0.05167292196588342,0.05167292196588342,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01468,47,107858,10999,14.47,12,849,2023-04-14,1,2024-02-24,0.10197667303306199,0.10197667303306199,40s,11.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01469,38,139998,14314,15.1,48,599,2022-10-08,0,,0.10224431777596822,0.10224431777596822,30s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.3880478651371675,2.413916357481154
L01470,53,73911,31067,4.13,12,821,2023-07-22,1,2024-06-23,0.4203298561783767,0.4203298561783767,50s,11.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L01471,61,111500,25891,16.09,48,701,2022-09-03,0,,0.23220627802690583,0.23220627802690583,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253
L01472,68,32516,16886,13.29,12,567,2023-03-15,1,2023-07-25,0.5193135687046377,0.5193135687046377,60s,4.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01473,31,107359,31797,17.06,48,810,2023-04-29,0,,0.2961745172738196,0.2961745172738196,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01474,52,90320,12472,5.9,12,742,2023-12-01,0,,0.13808680248007085,0.13808680248007085,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.2727769536617015
L01475,25,45192,27722,10.77,36,733,2022-05-20,1,2024-10-21,0.6134271552487166,0.6134271552487166,20s,30.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995
L01476,22,93741,19365,16.59,60,644,2023-04-02,1,2026-12-20,0.20657983166383972,0.20657983166383972,20s,45.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01477,46,121294,4195,10.11,48,520,2022-11-16,1,2023-02-12,0.03458538757069599,0.03458538757069599,40s,3.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01478,35,134514,31743,10.97,60,582,2023-02-09,0,,0.23598287167135018,0.23598287167135018,30s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01479,43,135184,16275,4.27,48,746,2023-11-27,1,2024-11-08,0.12039146644573322,0.12039146644573322,40s,12.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01480,49,54112,11515,12.04,48,645,2023-11-12,0,,0.21279937906564164,0.21279937906564164,40s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01481,43,144095,4695,9.7,36,493,2024-04-22,0,,0.03258267115444672,0.03258267115444672,40s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01482,44,58636,13839,11.34,12,314,2024-02-28,0,,0.23601541714987379,0.23601541714987379,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01483,47,121307,32256,16.93,48,327,2024-01-25,0,,0.26590386375064917,0.26590386375064917,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.9643035410785916,6.45362652850156,2.2956399972246384
L01484,51,33739,4789,15.74,12,730,2024-04-20,0,,0.141942559056285,0.141942559056285,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01485,69,138341,47135,8.5,36,674,2022-07-30,0,,0.340716056700472,0.340716056700472,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186
L01486,40,138094,24534,10.8,24,404,2023-04-15,0,,0.17766159282807364,0.17766159282807364,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01487,68,106268,23774,14.14,60,848,2023-07-14,0,,0.2237173937591749,0.2237173937591749,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L01488,63,121838,25228,11.24,48,355,2022-10-17,1,2024-02-26,0.2070618362087362,0.2070618362087362,60s,17.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.3880478651371675,2.413916357481154
L01489,67,34728,47774,13.7,36,391,2023-06-11,0,,1.3756622897949782,1.3756622897949782,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01490,65,81756,6239,11.48,12,734,2023-04-18,0,,0.07631244190028866,0.07631244190028866,60s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766
L01491,50,137408,49607,4.98,48,765,2023-03-25,0,,0.36101973684210525,0.36101973684210525,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01492,46,99431,42749,11.38,12,587,2024-03-18,0,,0.429936337761865,0.429936337761865,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L01493,63,34648,3364,12.77,24,568,2023-10-31,0,,0.0970907411683214,0.0970907411683214,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L01494,55,44544,15638,7.71,48,779,2022-06-25,0,,0.35106860632183906,0.35106860632183906,50s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L01495,35,146839,20157,11.08,60,652,2022-11-10,0,,0.13727279537452583,0.13727279537452583,30s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01496,39,90880,7507,17.47,48,417,2023-05-19,0,,0.08260343309859156,0.08260343309859156,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864
L01497,35,47213,7477,10.47,60,543,2022-11-29,1,2025-12-22,0.1583673988096499,0.1583673988096499,30s,37.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01498,40,20865,14173,9.75,12,372,2024-02-01,0,,0.6792715073088905,0.6792715073088905,30s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01499,26,54381,48915,7.86,48,552,2024-02-03,0,,0.8994869531637888,0.8994869531637888,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01500,32,78418,28362,15.31,36,421,2024-04-08,0,,0.3616771659567956,0.3616771659567956,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01501,46,40140,12371,13.14,36,381,2023-10-13,0,,0.30819631290483307,0.30819631290483307,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327206,4.933524106262756,2.652395419426751
L01502,62,143804,12795,9.73,24,422,2023-07-23,0,,0.08897527189786097,0.08897527189786097,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L01503,30,31672,34042,12.3,36,388,2022-10-18,0,,1.074829502399596,1.074829502399596,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.3880478651371675,2.413916357481154
L01504,46,45287,5586,10.81,24,556,2023-06-21,0,,0.12334665577317994,0.12334665577317994,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01505,59,100770,25211,5.84,12,570,2023-07-18,0,,0.25018358638483673,0.25018358638483673,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L01506,39,147543,18321,16.25,60,633,2023-06-08,1,2028-04-10,0.12417396962241516,0.12417396962241516,30s,59.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01507,39,90429,12476,7.54,12,498,2022-06-25,1,2022-07-12,0.13796459100509792,0.13796459100509792,30s,1.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L01508,59,97271,33177,6.39,60,408,2024-04-25,0,,0.341078019142396,0.341078019142396,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01509,58,102600,33563,5.45,60,624,2024-04-23,0,,0.32712475633528265,0.32712475633528265,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01510,27,119290,22502,17.25,24,312,2024-05-08,0,,0.18863274373375807,0.18863274373375807,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295
L01511,65,76921,22797,7.57,36,520,2024-03-25,0,,0.296369001963053,0.296369001963053,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.3739062561989357,5.360597561089043,2.221815312843654
L01512,24,99472,45029,8.8,36,507,2022-06-10,1,2024-07-28,0.45268015119832716,0.45268015119832716,20s,26.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663
L01513,59,97947,22465,11.61,24,842,2023-07-24,0,,0.22935873482597732,0.22935873482597732,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.1532028809365036,5.174889285240408,2.426629539977202
L01514,23,104853,28017,14.55,24,301,2022-11-02,0,,0.2672026551457755,0.2672026551457755,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01515,68,58598,10523,11.45,12,464,2023-01-28,1,2023-11-05,0.17957950783303184,0.17957950783303184,60s,9.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L01516,47,42694,38774,11.5,24,364,2024-02-21,0,,0.9081838197404788,0.9081838197404788,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01517,49,44312,17080,15.66,36,694,2022-11-28,1,2023-07-30,0.38544863693807546,0.38544863693807546,40s,8.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.4820416273310797,6.3020746040491735,2.4701808206419096
L01518,37,23747,16879,4.61,24,539,2023-03-26,0,,0.7107845201499137,0.7107845201499137,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01519,29,44714,21890,6.67,24,497,2023-01-30,1,2024-01-17,0.48955584380730865,0.48955584380730865,20s,12.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186
L01520,51,131573,16092,6.68,60,730,2023-11-02,0,,0.12230472817371345,0.12230472817371345,50s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309001,5.466521384637438,2.606730523216602
L01521,56,120639,40089,6.06,24,797,2024-04-21,1,2026-01-22,0.33230547335438787,0.33230547335438787,50s,21.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
L01522,41,75355,35140,14.62,12,538,2022-12-26,0,,0.46632605666511845,0.46632605666511845,40s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609
L01523,45,98233,44420,5.97,24,716,2023-02-23,0,,0.45219020084900186,0.45219020084900186,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01524,61,68285,26984,16.99,48,732,2023-02-08,0,,0.395167313465622,0.395167313465622,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.1954296068385357,5.709865222129474,2.5840924723433916
L01525,21,91947,33788,17.47,48,748,2023-03-19,1,2024-07-05,0.36747256571720666,0.36747256571720666,20s,16.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024
L01526,52,53257,42657,16.54,60,615,2023-08-15,0,,0.8009651313442364,0.8009651313442364,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.5217881940193556
L01527,22,81256,37743,12.83,60,665,2024-02-27,0,,0.4644949296051984,0.4644949296051984,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134
L01528,37,95312,24947,16.79,48,356,2022-08-21,0,,0.2617403894577808,0.2617403894577808,30s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807
L01529,37,125649,35813,10.19,60,716,2023-06-17,0,,0.28502415458937197,0.28502415458937197,30s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.7579101610323917
L01530,40,147205,11983,17.85,60,673,2024-04-08,0,,0.08140348493597364,0.08140348493597364,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136
