LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage
L00810,59,108635,47641,15.54,48,472,2023-05-17,0,,0.4385419063837621,0.4385419063837621,50s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.06,0.3917450456292231,48712.95732396149,1144.9835813765815,Poor,Stage 2
L00811,50,77221,4657,7.32,12,303,2023-03-11,0,,0.0603074293262195,0.0603074293262195,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.14,0.3678861687550293,4600.979949589806,236.96916406426223,Poor,Stage 2
L00812,26,61247,41505,15.82,12,723,2023-12-05,0,,0.6776658448577073,0.6776658448577073,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.07,0.2896797806738023,43065.67342629138,873.2678382888379,Good,Stage 2
L00813,29,136452,12417,12.02,48,675,2024-03-14,0,,0.0909990326268578,0.0909990326268578,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.27,0.2625071238787368,12263.024825871364,869.1654718151207,Good,Stage 2
L00814,23,137865,6722,13.98,48,395,2023-08-14,0,,0.0487578428172487,0.0487578428172487,20s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.27,0.2522117193952878,6896.574225993231,469.6371477382443,Poor,Stage 2
L00815,24,63856,36576,6.95,12,715,2023-06-21,1,2023-11-23,0.5727887747431721,0.5727887747431721,20s,5.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.16,0.3182639122253185,36998.79654001716,1884.0610775127104,Good,Stage 2
L00816,26,113474,43469,5.85,60,449,2022-07-22,0,,0.3830745368983203,0.3830745368983203,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.04,0.3220832894137481,45214.88794684664,582.5183936157758,Poor,Stage 2
L00817,31,135660,30386,14.92,12,692,2024-03-06,0,,0.2239864366799351,0.2239864366799351,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.08,0.2194370744242639,30474.68751320096,534.9821017512372,Good,Stage 2
L00818,43,129837,17586,17.14,24,382,2023-07-26,0,,0.1354467524665542,0.1354467524665542,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.12,0.2350510777757496,17859.28860477766,503.74140418333826,Poor,Stage 2
L00819,25,133710,38699,11.65,24,329,2024-04-25,1,2025-03-31,0.2894248747288909,0.2894248747288909,20s,11.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.58,0.3185766584295724,36823.24154796794,6803.99464204004,Poor,Stage 3
L00820,54,51980,26799,9.85,60,324,2022-11-20,0,,0.5155636783378222,0.5155636783378222,50s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.16,0.3206780643672358,26866.001905063247,1378.4539981123442,Poor,Stage 2
L00821,62,111128,31141,9.5,36,674,2022-07-21,0,,0.2802264055863508,0.2802264055863508,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.19,0.3624284158604041,31182.87587209881,2147.296457816314,Good,Stage 2
L00822,45,45933,14618,12.43,12,398,2022-08-29,1,2022-10-03,0.3182461411185858,0.3182461411185858,40s,1.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.23,0.3703885616610701,15314.038312570608,1304.5932634775763,Poor,Stage 2
L00823,41,92084,43149,17.65,24,802,2023-09-20,0,,0.4685830328830198,0.4685830328830198,40s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.38,0.3309944455013748,43701.76263858817,5496.715462957031,Excellent,Stage 2
L00824,22,67947,48865,16.98,12,630,2024-04-08,0,,0.7191634656423389,0.7191634656423389,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.09,0.2716101794496761,47698.53388826924,1165.9866613991335,Fair,Stage 2
L00825,38,81922,11378,12.17,60,561,2022-09-27,0,,0.1388882107370425,0.1388882107370425,30s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.03,0.2264764067135992,11176.976452565495,75.93964394698632,Poor,Stage 2
L00826,63,45006,44198,4.56,48,375,2023-11-25,0,,0.9820468381993512,0.9820468381993512,60s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.03,0.2776126438879351,43833.49312012649,365.06195747765787,Poor,Stage 2
L00827,24,84486,8877,11.62,60,582,2023-10-19,0,,0.1050706625949861,0.1050706625949861,20s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.24,0.32903954220652,9133.416422445349,721.261238021503,Fair,Stage 2
L00828,28,52006,34422,9.25,60,311,2022-10-20,0,,0.6618851670961043,0.6618851670961043,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.06,0.2997405527755189,34063.602099501106,612.6145753697873,Poor,Stage 2
L00829,63,85552,49142,7.14,60,675,2022-09-27,0,,0.5744108846081916,0.5744108846081916,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.08,0.3730087266074076,48983.758012243736,1461.7095360473947,Good,Stage 2
L00830,28,58724,40583,6.71,24,474,2024-04-03,0,,0.6910803078809346,0.6910803078809346,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.11,0.2844173641418921,41398.12819520204,1295.1781151856262,Poor,Stage 2
L00831,50,113846,25927,8.65,60,370,2022-06-16,1,2023-04-19,0.2277374699154999,0.2277374699154999,40s,10.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.72,0.1332023922243317,26077.745902408376,2501.0050593737224,Poor,Stage 3
L00832,57,108860,23674,10.78,48,730,2023-02-15,0,,0.2174719823626676,0.2174719823626676,50s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.2,0.3077992906004043,23424.20465110677,1441.990714897871,Good,Stage 2
L00833,39,32748,24097,6.92,48,464,2023-12-28,0,,0.7358311957982167,0.7358311957982167,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.02,0.2608512737894615,23709.70671890718,123.69414397602984,Poor,Stage 2
L00834,49,99507,17616,7.75,48,463,2024-01-28,0,,0.1770327715638096,0.1770327715638096,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.1,0.2771599180504894,17916.667807674923,496.5782181313023,Poor,Stage 2
L00835,52,61743,42876,15.58,36,329,2024-01-02,0,,0.6944268985957922,0.6944268985957922,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.07,0.2699551153404105,43599.67216882315,823.8968170397118,Poor,Stage 2
L00836,43,128577,44789,17.66,60,833,2023-10-19,0,,0.3483437939911493,0.3483437939911493,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.22,0.268429569891391,43524.94129006017,2570.3438794085573,Excellent,Stage 2
L00837,67,86467,48896,7.22,48,849,2024-04-09,0,,0.5654874113823771,0.5654874113823771,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.06,0.3867775769175251,48659.96593919375,1129.2350231310397,Excellent,Stage 2
L00838,67,121710,44107,13.42,36,687,2024-04-29,0,,0.3623942157587708,0.3623942157587708,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.28,0.310598184202476,44097.58398171341,3835.056263482186,Good,Stage 2
L00839,25,45491,26165,11.49,60,577,2024-03-01,0,,0.575168714690818,0.575168714690818,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.03,0.2737387678315269,26654.5162217197,218.8912328303699,Poor,Stage 2
L00840,49,64331,33497,4.42,60,434,2023-06-04,0,,0.5206976418833844,0.5206976418833844,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.21,0.2783653946056357,33909.787612663575,1982.2553960564026,Poor,Stage 2
L00841,62,129021,15450,12.09,12,488,2022-05-19,0,,0.1197479480084637,0.1197479480084637,60s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.07,0.2692807249273363,15668.212417821072,295.3403318730446,Poor,Stage 2
L00842,51,148180,3287,12.67,60,437,2023-03-31,0,,0.0221824807666351,0.0221824807666351,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.09,0.3854528952216604,3191.0823141661917,110.7010725197395,Poor,Stage 2
L00843,44,118064,41751,15.91,12,601,2022-07-31,0,,0.3536302344491123,0.3536302344491123,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.03,0.2350242043323362,41010.07130601543,289.15078134925943,Fair,Stage 2
L00844,51,23178,34831,15.53,24,640,2022-07-14,0,,1.5027612391060488,1.5027612391060488,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.07,0.2314912375635953,35563.49671173283,576.284650612152,Fair,Stage 2
L00845,46,64910,27881,7.55,24,524,2023-07-08,0,,0.4295331998151286,0.4295331998151286,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.05,0.2307830935185417,28649.48019421912,330.590783346004,Poor,Stage 2
L00846,52,20320,40422,6.94,36,685,2022-12-20,0,,1.989271653543307,1.989271653543307,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.09,0.3040937972021566,40953.16204897098,1120.8242299416154,Good,Stage 2
L00847,24,144011,13770,5.76,12,595,2024-02-28,0,,0.0956176958704543,0.0956176958704543,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.16,0.2998969422320696,13930.783332164963,668.4478918742006,Fair,Stage 2
L00848,31,124940,43130,8.54,24,789,2023-04-13,0,,0.345205698735393,0.345205698735393,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.35,0.253514812173334,44110.60455748196,3913.942070234787,Very Good,Stage 2
L00849,22,109904,32327,4.08,24,329,2023-06-04,1,2024-03-01,0.2941385208909594,0.2941385208909594,20s,9.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.72,0.3380239940342843,33079.7621818452,8050.862400776341,Poor,Stage 3
L00850,48,134456,7873,13.69,24,660,2023-06-12,0,,0.0585544713512227,0.0585544713512227,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.16,0.2865031852909732,7640.380923250482,350.23895541562393,Fair,Stage 2
L00851,67,49092,20653,5.83,60,833,2022-09-15,0,,0.4206999103723621,0.4206999103723621,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.05,0.3288647134729766,20262.51115367126,333.18124623975456,Excellent,Stage 2
L00852,63,49978,25056,17.96,12,459,2023-02-19,0,,0.5013405898595382,0.5013405898595382,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.07,0.3654119940307082,25637.68146831436,655.782141536262,Poor,Stage 2
L00853,22,140843,8543,5.77,24,500,2023-04-06,0,,0.0606561916460171,0.0606561916460171,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.08,0.3016218641887055,8325.014249492855,200.88050538636577,Poor,Stage 2
L00854,54,42191,24267,10.76,12,620,2024-01-29,0,,0.5751700599653955,0.5751700599653955,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.1,0.2466515230424503,24006.67210743149,592.1282238478686,Fair,Stage 2
L00855,56,129975,16210,12.87,48,377,2022-06-10,0,,0.1247162915945374,0.1247162915945374,50s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.35,0.2145049137369702,15554.620261690145,1167.7898671058106,Poor,Stage 2
L00856,35,34859,30236,12.08,48,424,2024-04-15,0,,0.8673800166384578,0.8673800166384578,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.09,0.2210336855328592,30067.724656965114,598.1381996864602,Poor,Stage 2
L00857,41,138665,22053,5.26,60,427,2022-11-28,0,,0.1590379692063606,0.1590379692063606,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.12,0.2431599584150547,22700.52611992709,662.38307847856,Poor,Stage 2
L00858,42,26135,8573,14.01,48,719,2022-07-16,1,2023-12-11,0.3280275492634398,0.3280275492634398,40s,17.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.15,0.2713831489780645,8398.772873152227,341.89281448013963,Good,Stage 2
L00859,36,131971,5776,8.31,36,463,2023-05-16,0,,0.0437671912768714,0.0437671912768714,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.06,0.3427117076117054,5768.905775433625,118.62429296099323,Poor,Stage 2
L00860,58,93922,20046,4.02,12,422,2024-01-24,0,,0.2134324226485807,0.2134324226485807,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.08,0.2921869075315501,20429.00699408762,477.52707020342956,Poor,Stage 2
L00861,25,96436,8581,10.19,24,695,2022-08-29,0,,0.0889812932929611,0.0889812932929611,20s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.06,0.263743697837133,8414.934693042864,133.16315958006626,Good,Stage 2
L00862,65,76918,21748,8.8,36,826,2023-07-19,0,,0.282742661015627,0.282742661015627,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.09,0.3641016253478288,21978.290989336758,720.2098324426548,Excellent,Stage 2
L00863,61,50005,9638,10.99,36,408,2023-11-05,0,,0.1927407259274072,0.1927407259274072,60s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.08,0.2999505502610265,9478.111948794984,227.43719155813326,Poor,Stage 2
L00864,43,135303,25394,8.18,48,342,2022-08-27,1,2025-06-05,0.1876824608471357,0.1876824608471357,40s,34.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.62,0.219038072291955,26295.60580316831,3571.0380590225814,Poor,Stage 3
L00865,51,33666,23955,7.56,12,489,2023-01-15,0,,0.7115487435394761,0.7115487435394761,50s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.05,0.2527091429706941,23750.891302823904,300.10336929633706,Poor,Stage 2
L00866,60,130476,25778,15.53,24,500,2022-08-21,0,,0.1975689015604402,0.1975689015604402,50s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.34,0.3404695616153609,25593.25629803147,2962.666415714119,Poor,Stage 2
L00867,45,60542,23245,13.33,36,807,2022-12-31,0,,0.3839483333883915,0.3839483333883915,40s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.26,0.3370862822973578,23173.61378855379,2030.9919030383805,Excellent,Stage 2
L00868,28,127766,28216,8.41,60,643,2023-10-21,0,,0.2208412253651206,0.2208412253651206,20s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.07,0.2748046325238687,28137.516014746445,541.2623823996809,Fair,Stage 2
L00869,46,88111,42522,16.48,24,492,2022-08-22,0,,0.4825958166403741,0.4825958166403741,40s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.03,0.2940619714796518,40735.28776499522,359.36097086896297,Poor,Stage 2
L00870,67,44704,41736,10.85,48,625,2022-09-24,0,,0.9336077308518254,0.9336077308518254,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.06,0.2738166270937041,41558.57301871319,682.7656974486878,Fair,Stage 2
L00871,68,22994,6744,12.85,12,774,2024-03-22,0,,0.293293902757241,0.293293902757241,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.27,0.2461095833651275,6762.496017745071,449.36507090760483,Very Good,Stage 2
L00872,40,103564,38912,15.26,60,542,2022-11-22,0,,0.375729017805415,0.375729017805415,30s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.1,0.240123436009785,38856.33742200332,933.0317252527029,Poor,Stage 2
L00873,58,27130,9828,14.92,24,487,2024-04-18,0,,0.3622558053814965,0.3622558053814965,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.1,0.2823974991455464,9508.473033937207,268.51690054767334,Poor,Stage 2
L00874,48,63059,21542,12.64,24,342,2022-09-10,0,,0.3416165812968807,0.3416165812968807,40s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.02,0.2708388825508546,21966.53449683347,118.98783313274352,Poor,Stage 2
L00875,28,60745,20241,5.51,36,325,2023-11-28,0,,0.3332126100913655,0.3332126100913655,20s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.12,0.2764754356142488,20645.01923010211,684.9408821888429,Poor,Stage 2
L00876,33,119227,16331,13.13,24,734,2024-04-14,0,,0.1369740075654004,0.1369740075654004,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.2,0.296811346653661,15297.101698891402,908.0706710291925,Good,Stage 2
L00877,51,75734,31621,4.67,12,341,2024-05-16,0,,0.417527134444239,0.417527134444239,50s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.13,0.24588668325106,31977.91059397156,1022.1825085225782,Poor,Stage 2
L00878,58,104577,32098,7.81,12,668,2023-06-23,1,2024-03-13,0.3069317345114126,0.3069317345114126,50s,9.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.17,0.2680345284978592,32706.111803561627,1490.2824335652044,Fair,Stage 2
L00879,21,68994,16543,11.63,24,351,2023-12-24,0,,0.2397744731425921,0.2397744731425921,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.1,0.2515966096554696,15860.318876599846,399.0402457407168,Poor,Stage 2
L00880,27,40746,25886,10.53,36,720,2024-04-15,0,,0.635301624699357,0.635301624699357,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.03,0.2891546314795508,26827.58818830245,232.71964128221234,Good,Stage 2
L00881,44,41199,28868,14.73,60,417,2023-12-04,0,,0.7006966188499721,0.7006966188499721,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.08,0.2263245783899265,28227.01155328579,511.07731912039924,Poor,Stage 2
L00882,24,29290,41367,14.59,60,665,2024-04-15,0,,1.412325025606009,1.412325025606009,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.27,0.2565711712495904,42230.62304592855,2925.4933127233353,Fair,Stage 2
L00883,48,50133,43150,15.06,36,797,2022-09-14,0,,0.8607105100432849,0.8607105100432849,40s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.03,0.2735577855170744,44299.632940557975,363.55528459314843,Very Good,Stage 2
L00884,67,77656,7633,15.42,48,840,2023-09-28,0,,0.098292469352014,0.098292469352014,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.06,0.3318806377410137,7537.760934385817,150.09821436259583,Excellent,Stage 2
L00885,56,47405,39386,13.21,12,572,2024-01-09,0,,0.8308406286256724,0.8308406286256724,50s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.1,0.2112699376523487,40592.478210358415,857.5970340656746,Poor,Stage 2
L00886,66,117693,38315,9.61,48,378,2023-02-02,0,,0.3255503725795077,0.3255503725795077,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.12,0.3106929645980809,38149.846796435,1422.3466800176386,Poor,Stage 2
L00887,45,20946,17693,9.42,36,480,2023-11-11,0,,0.8446958846557815,0.8446958846557815,40s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.04,0.3857462167834683,18184.631918918974,280.58611865291584,Poor,Stage 2
L00888,58,31350,39358,13.08,48,468,2023-12-09,0,,1.255438596491228,1.255438596491228,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.05,0.2438746302984588,40305.6012781871,491.4756805337484,Poor,Stage 2
L00889,27,107535,48436,5.56,36,812,2023-10-06,0,,0.4504207932301111,0.4504207932301111,20s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.07,0.3145508994983741,47757.79591207147,1051.55803635413,Excellent,Stage 2
L00890,54,21539,28488,12.68,60,801,2023-04-21,0,,1.3226240772552116,1.3226240772552116,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.06,0.3003472673806124,28132.86809941504,506.9778034343106,Excellent,Stage 2
L00891,21,30310,48512,5.38,60,819,2024-02-10,0,,1.600527878587925,1.600527878587925,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.13,0.311443320489256,47788.11688078003,1934.827674166244,Excellent,Stage 2
L00892,39,137027,11947,5.11,48,582,2022-06-12,0,,0.0871871966838652,0.0871871966838652,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.2,0.3086264457286767,11636.406473661596,718.2605542040686,Fair,Stage 2
L00893,38,139963,3507,16.3,48,654,2023-07-02,0,,0.0250566221072712,0.0250566221072712,30s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.11,0.2031391109703508,3422.5515279945844,76.47794821117391,Fair,Stage 2
L00894,51,50979,23900,5.13,12,603,2023-06-16,0,,0.4688204947135095,0.4688204947135095,50s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.16,0.2912779946900564,23772.728804846472,1107.9156439337955,Fair,Stage 2
L00895,68,84550,18848,15.6,60,577,2022-07-22,0,,0.2229213483146067,0.2229213483146067,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.05,0.4123427197919145,19233.01862471523,396.5297604761813,Poor,Stage 2
L00896,64,91947,42133,9.04,12,389,2023-02-06,0,,0.4582313724210686,0.4582313724210686,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.01,0.301411976355923,40949.81265263347,123.42763963035034,Poor,Stage 1
L00897,27,124700,11448,8.52,48,389,2022-07-28,0,,0.091804330392943,0.091804330392943,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.16,0.3046531069968183,11188.24449836887,545.3653517229016,Poor,Stage 2
L00898,26,27211,12927,15.22,36,318,2022-06-22,0,,0.4750652309727683,0.4750652309727683,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.1,0.2673238419900171,13078.225100489364,349.6121380273094,Poor,Stage 2
L00899,51,27933,41244,4.15,60,332,2024-04-22,0,,1.476533132853614,1.476533132853614,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.06,0.2827288165015796,41501.453599691245,704.0194115601555,Poor,Stage 2
L00900,32,27797,11346,8.79,36,545,2024-05-16,0,,0.4081735439076159,0.4081735439076159,30s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.08,0.2172228417900711,11206.179030099707,194.7390443621249,Poor,Stage 2
