LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD
L00366,62,75316,46404,5.86,12,491,2022-06-07,1,2023-03-14,0.6161240639439163,0.6161240639439163,60s,9.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.6,0.20649888120853357,48014.94424756707
L00367,29,110536,42040,15.32,12,328,2023-11-26,0,,0.3803285807338785,0.3803285807338785,20s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.05,0.29161817265472156,42254.559131092894
L00368,60,110900,44674,10.94,36,499,2023-05-18,0,,0.4028313796212804,0.4028313796212804,50s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.04,0.4397813302085906,45526.892514975705
L00369,37,27099,28431,16.35,24,715,2023-04-19,0,,1.0491531052806378,1.0491531052806378,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.04,0.2329242151279084,27732.14995914874
L00370,43,112260,44991,4.58,36,804,2022-11-30,1,2023-04-21,0.4007749866381614,0.4007749866381614,40s,5.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.18,0.15487631492477363,45948.53347990947
L00371,21,27788,31082,5.0,24,316,2024-01-20,0,,1.118540377141212,1.118540377141212,20s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.08,0.2174292541472286,29892.127805743265
L00372,41,114439,47857,10.47,48,527,2023-11-28,1,2026-05-22,0.4181878555387586,0.4181878555387586,40s,30.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.1,0.3783742106991071,50164.22803577717
L00373,35,123634,41278,14.97,60,790,2023-11-06,0,,0.3338725593283401,0.3338725593283401,30s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.12,0.2822873101858973,40174.708378364994
L00374,25,124797,13759,7.71,48,849,2023-05-09,0,,0.1102510477014671,0.1102510477014671,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.18,0.3936363359544632,14132.929729617703
L00375,68,129787,26888,8.14,60,659,2023-10-29,0,,0.2071702096511977,0.2071702096511977,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.45,0.35141503900179816,26589.37627944505
L00376,22,116718,28538,5.7,12,681,2022-09-28,0,,0.2445038468788019,0.2445038468788019,20s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.1,0.2066914121288585,28085.43009521965
L00377,61,79560,15504,11.42,12,489,2023-05-22,0,,0.1948717948717948,0.1948717948717948,60s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.05,0.38683197167472166,15930.691196165062
L00378,30,54964,23131,8.1,12,787,2023-12-17,1,2024-04-07,0.4208390946801543,0.4208390946801543,20s,4.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.76,0.22906273973229754,22454.41843048375
L00379,33,128212,42071,14.47,24,587,2023-09-06,0,,0.3281362118990422,0.3281362118990422,30s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.07,0.19601947088421745,40671.0749059743
L00380,54,77866,19905,8.74,60,701,2023-08-24,0,,0.2556314694475124,0.2556314694475124,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.07,0.293558322268261,19958.38853878102
L00381,45,90119,41714,11.7,12,713,2024-03-21,0,,0.4628768628147227,0.4628768628147227,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.02,0.2903786878163012,41389.84574491151
L00382,64,113471,36453,4.18,36,421,2024-03-31,1,2025-10-03,0.3212538886587762,0.3212538886587762,60s,18.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.12,0.12995944997793904,33968.12084116126
L00383,59,96272,40643,16.86,60,829,2022-07-24,1,2022-07-30,0.4221684394216387,0.4221684394216387,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.36,0.3449094860923156,41956.75621855664
L00384,41,35997,17215,14.47,60,537,2023-10-04,0,,0.478234297302553,0.478234297302553,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.09,0.267712912132431,16975.53551344628
L00385,64,128255,31927,11.63,24,534,2022-10-17,0,,0.2489337647655062,0.2489337647655062,60s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.04,0.35166017314545384,32999.82334133414
L00386,48,113980,22921,5.51,48,512,2022-05-25,0,,0.2010966836287067,0.2010966836287067,40s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.42,0.23663088299882098,22333.65890597637
L00387,47,68689,47638,10.84,24,706,2024-05-08,0,,0.6935317154129482,0.6935317154129482,40s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.08,0.2707186411369125,47368.51003160425
L00388,33,128821,6754,14.61,12,652,2022-06-12,1,2022-10-17,0.0524293399368115,0.0524293399368115,30s,4.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.14,0.19757571484648564,6898.403912688068
L00389,39,101942,32725,16.23,36,666,2023-03-28,0,,0.3210158717702223,0.3210158717702223,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.12,0.247858463498236,31768.47432564796
L00390,57,49806,25663,10.46,36,428,2023-12-30,1,2025-09-29,0.5152592057181866,0.5152592057181866,50s,21.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.67,0.36674364782631846,26175.49869821902
L00391,23,102368,41787,5.39,12,523,2022-10-07,0,,0.408203735542357,0.408203735542357,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.11,0.29492703217905764,42640.278854651864
L00392,54,130058,5520,11.77,36,601,2023-03-06,1,2025-07-29,0.0424426025311783,0.0424426025311783,50s,29.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.38,0.32047678574296234,5273.648812092573
L00393,47,96865,34656,9.25,24,692,2022-07-04,0,,0.3577762865844216,0.3577762865844216,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.05,0.24639528004959999,34463.74502549916
L00394,42,128777,22033,15.76,24,311,2022-11-08,0,,0.1710942171350474,0.1710942171350474,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.12,0.25360244672390286,22668.068840661632
L00395,34,33944,22873,14.62,12,319,2022-12-09,0,,0.6738451567287297,0.6738451567287297,30s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.08,0.29907124525683537,23276.60736358501
L00396,51,25110,15087,11.03,36,431,2022-11-24,0,,0.6008363201911588,0.6008363201911588,50s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.06,0.3161527567872713,16574.849231119126
L00397,24,127539,21313,16.41,60,526,2023-05-09,0,,0.1671096684151514,0.1671096684151514,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.26,0.2067290761226418,22583.499040003047
L00398,58,123892,16109,13.74,48,704,2023-07-15,0,,0.1300245375004035,0.1300245375004035,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.03,0.26923018567824275,15228.179202661682
L00399,66,124195,36848,9.43,60,572,2023-10-06,0,,0.2966947139578888,0.2966947139578888,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.09,0.2897164382571294,37247.89982502202
L00400,24,56060,32197,14.13,24,635,2022-07-30,0,,0.574331073849447,0.574331073849447,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.11,0.3117082387923712,31990.091009285235
L00401,24,56727,14005,10.81,24,458,2024-02-04,0,,0.2468841997637809,0.2468841997637809,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.06,0.21507085665598788,13882.813722910769
L00402,39,130384,6390,5.08,24,705,2023-02-12,0,,0.0490090808688182,0.0490090808688182,30s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.11,0.2335593738960442,6128.007972667024
L00403,32,86077,24817,13.91,24,318,2022-08-26,0,,0.2883116279610117,0.2883116279610117,30s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.13,0.20971510817591216,25595.116623161888
L00404,56,25469,31854,14.3,48,780,2024-03-01,0,,1.2506969256743492,1.2506969256743492,50s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.07,0.23756727647506787,32151.558727529995
L00405,69,104730,28051,14.3,12,417,2024-04-21,0,,0.2678411152487348,0.2678411152487348,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.3,0.3451996602679563,29417.063028974437
L00406,37,65253,37051,10.95,24,346,2022-09-27,0,,0.5678053116331816,0.5678053116331816,30s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.1,0.24217090259331214,38769.47932328018
L00407,26,50254,21509,14.46,36,436,2022-12-28,0,,0.4280057308870935,0.4280057308870935,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.34,0.3179070951053027,21689.08484626728
L00408,25,140312,33268,17.72,48,553,2024-03-16,1,2025-04-22,0.2371001767489594,0.2371001767489594,20s,13.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.62,0.24085020678574534,33222.62811784696
L00409,26,73072,27570,8.18,24,725,2023-06-22,0,,0.3772991022553098,0.3772991022553098,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.37,0.31924054298742427,26382.303039939838
L00410,46,101906,32252,15.79,36,348,2024-04-29,1,2024-10-08,0.3164877436068534,0.3164877436068534,40s,5.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.68,0.2812772027348927,31330.60817784618
L00411,25,128899,29201,5.13,24,594,2023-05-26,0,,0.2265417109519856,0.2265417109519856,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.08,0.27458608492566916,28331.242793268102
L00412,21,22839,6384,4.1,12,481,2023-05-31,0,,0.2795218704846972,0.2795218704846972,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.1,0.2715834857606034,6033.200255190211
L00413,64,57051,10736,14.52,48,847,2023-09-05,0,,0.188182503374174,0.188182503374174,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.11,0.3695851049211146,11461.942299476956
L00414,44,94603,40481,7.95,12,519,2023-06-04,0,,0.4279039776751265,0.4279039776751265,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.06,0.23250635786273116,40822.448209088005
L00415,48,93997,20015,17.65,48,699,2023-04-02,0,,0.2129323276274774,0.2129323276274774,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.12,0.29859024113773625,20472.766011777938
L00416,62,27896,35972,7.75,24,527,2024-04-30,0,,1.2895038715227989,1.2895038715227989,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.06,0.25720532218756126,35587.31669463229
L00417,40,60785,21681,11.87,24,832,2022-11-20,0,,0.3566833922842806,0.3566833922842806,30s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.1,0.2674825652418224,22656.727518352902
L00418,53,50682,35262,5.21,48,698,2024-04-24,0,,0.6957499704036936,0.6957499704036936,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.05,0.2665390227115986,34586.782183176394
L00419,31,86707,14918,16.35,36,725,2022-08-09,0,,0.172050699482164,0.172050699482164,30s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.07,0.31051853000141416,15382.173342170518
L00420,34,90968,23644,17.74,36,381,2023-11-22,1,2026-09-28,0.2599155747075894,0.2599155747075894,30s,35.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.1,0.18763454576035318,22919.671986674894
L00421,43,54521,34703,8.74,24,670,2022-12-08,0,,0.6365070339869041,0.6365070339869041,40s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.09,0.22338753657259688,35038.71284991199
L00422,32,101912,9588,5.6,24,477,2024-01-16,1,2025-12-23,0.0940811680665672,0.0940811680665672,30s,24.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.75,0.326052111357975,9684.417654180083
L00423,62,35352,36365,11.86,12,653,2022-07-12,0,,1.0286546730029418,1.0286546730029418,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.04,0.2773197535492501,36261.03996814653
L00424,63,66760,47629,11.68,24,793,2023-10-22,0,,0.7134361893349311,0.7134361893349311,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.11,0.34132224587976234,48307.142236152526
L00425,21,67945,16140,5.97,48,321,2023-02-24,0,,0.2375450732209875,0.2375450732209875,20s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.21,0.23378030291550464,15558.613079680395
L00426,22,141673,3097,16.07,36,734,2023-04-17,1,2025-09-17,0.0218601991910949,0.0218601991910949,20s,29.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.35,0.234373382255431,3185.261812253499
L00427,42,147563,11535,15.02,36,593,2023-06-24,0,,0.0781700019652622,0.0781700019652622,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.14,0.31386973656139416,11279.149997237048
L00428,30,36994,4727,15.12,12,331,2023-10-29,1,2023-11-23,0.1277774774287722,0.1277774774287722,20s,1.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.76,0.240811085477979,4634.844641209789
L00429,40,94905,12283,14.59,36,513,2023-10-11,0,,0.1294241610031083,0.1294241610031083,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.27,0.2722354377448102,12559.37755227917
L00430,60,116468,33798,16.31,36,680,2024-04-26,0,,0.2901912971803413,0.2901912971803413,50s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.18,0.24273351677240604,32243.842072075513
L00431,48,59961,32118,11.74,60,553,2023-01-10,0,,0.5356481713113523,0.5356481713113523,40s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.12,0.28701276315205404,32527.596894926923
L00432,64,43648,44971,15.18,48,735,2024-02-13,0,,1.0303106671554252,1.0303106671554252,60s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.04,0.3040022342335571,45491.12546042116
L00433,63,52658,9852,17.5,60,803,2022-06-08,0,,0.1870940787724562,0.1870940787724562,60s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.11,0.32070437408143426,9679.952840943926
L00434,28,142775,36243,14.6,36,784,2023-08-21,0,,0.2538469620031518,0.2538469620031518,20s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.04,0.25125374270971995,35956.37169501451
L00435,29,41038,43846,16.81,12,403,2022-06-03,0,,1.06842438715337,1.06842438715337,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.07,0.22675704045502498,43296.116282564755
L00436,40,105445,14531,6.32,12,686,2022-07-10,0,,0.137806439375978,0.137806439375978,30s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.04,0.2502908947770133,14796.102373559468
L00437,47,99473,4898,17.77,36,519,2022-10-17,0,,0.0492394921234908,0.0492394921234908,40s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.04,0.3135983315675125,4910.354684721587
L00438,28,53380,49971,15.49,24,559,2024-05-10,0,,0.9361371300112402,0.9361371300112402,20s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.1,0.297927186614757,51540.014920029185
L00439,66,144661,8906,16.35,60,823,2023-10-16,0,,0.0615646234990771,0.0615646234990771,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.08,0.22327744499217814,9170.00072832207
L00440,36,74400,28150,10.8,36,832,2024-04-10,0,,0.3783602150537634,0.3783602150537634,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.11,0.35611254319122776,26913.649296456704
L00441,54,21283,36691,16.35,12,546,2022-08-21,0,,1.7239580886153267,1.7239580886153267,50s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.09,0.2217055468483201,36294.69267532961
L00442,25,29752,46360,4.41,12,681,2022-07-27,0,,1.558214573810164,1.558214573810164,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.15,0.247658299803366,45090.67949880021
L00443,55,35036,14739,16.01,60,671,2022-11-02,0,,0.4206815846557826,0.4206815846557826,50s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.18,0.28400764295586234,15702.085592432171
L00444,26,50930,19299,17.83,48,749,2022-12-04,1,2025-04-20,0.3789318672688003,0.3789318672688003,20s,29.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.72,0.5241701910332479,19169.631098704096
L00445,64,38888,46732,7.56,36,430,2024-04-11,1,2026-05-29,1.2017074675992594,1.2017074675992594,60s,26.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.24,0.2842530256564644,45643.62339881772
L00446,50,127481,7079,13.97,36,517,2024-02-08,1,2026-02-21,0.0555298436629772,0.0555298436629772,40s,25.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.82,0.19826227326343365,6753.602063009379
L00447,41,79042,21099,16.68,48,606,2023-06-09,0,,0.2669340350699628,0.2669340350699628,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.05,0.28245521266660595,21997.231632465366
L00448,31,125400,21710,12.69,60,572,2023-02-27,0,,0.1731259968102073,0.1731259968102073,30s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.04,0.2060939686328917,23043.62265614598
L00449,31,96637,43718,7.56,60,588,2022-07-09,1,2022-11-02,0.4523940105756594,0.4523940105756594,30s,4.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.68,0.19359039071020356,45839.1744361387
L00450,36,107969,4089,8.41,12,547,2022-12-05,0,,0.0378719817725458,0.0378719817725458,30s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.09,0.2263182286396964,4074.3187781065108
L00451,59,96229,42112,13.17,48,300,2024-02-09,0,,0.4376227540554303,0.4376227540554303,50s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.05,0.2557926572622959,41220.55846196146
L00452,43,110751,12794,13.72,60,442,2023-03-15,1,2025-10-06,0.1155204016216557,0.1155204016216557,40s,31.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.31,0.2183827611306323,13607.66291856335
L00453,55,29528,31276,9.72,24,759,2023-03-25,0,,1.0591980493091304,1.0591980493091304,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.04,0.2989472485875392,30482.737067804355
L00454,29,130434,32516,16.58,36,414,2024-01-31,0,,0.2492908290783078,0.2492908290783078,20s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.03,0.3077932620880619,31206.07836750812
L00455,47,87990,20761,10.26,12,849,2023-03-03,1,2023-12-15,0.2359472667348562,0.2359472667348562,40s,10.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.2,0.22174049959247313,20737.900679886556
L00456,28,35037,49738,17.68,48,806,2024-03-29,0,,1.419585010132146,1.419585010132146,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.36,0.26363286160028354,51203.77767343559
L00457,45,135111,26383,4.38,12,382,2023-03-01,0,,0.1952690750568051,0.1952690750568051,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.17,0.23928762912447513,25748.16900978121
L00458,23,127945,24778,15.27,60,472,2023-08-04,1,2024-09-24,0.1936613388565399,0.1936613388565399,20s,14.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.8,0.3290571134509584,25484.639858501494
L00459,29,31002,16947,15.61,60,807,2022-06-24,1,2026-12-31,0.5466421521192181,0.5466421521192181,20s,55.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.19,0.2049492492160909,18005.897948796555
L00460,34,144023,37228,11.57,24,764,2023-10-01,0,,0.2584864917409025,0.2584864917409025,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.08,0.23507594788499334,37867.2548191152
L00461,53,97175,49733,12.38,36,633,2022-09-29,0,,0.5117880113197839,0.5117880113197839,50s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.34,0.32643943414743715,50296.73977428768
L00462,24,52762,11259,16.28,48,813,2023-11-04,0,,0.2133922140934763,0.2133922140934763,20s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.16,0.37928019302058935,11465.837422240676
L00463,66,74869,8374,5.11,12,776,2022-07-01,0,,0.1118486957218608,0.1118486957218608,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.06,0.2774117104237831,7941.599988823167
L00464,68,29885,3778,17.94,36,768,2022-11-08,1,2023-10-29,0.1264179354191065,0.1264179354191065,60s,12.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.8,0.28104478154191087,3910.560705256679
L00465,25,99151,47900,12.39,60,500,2024-04-05,0,,0.4831015320067372,0.4831015320067372,20s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.09,0.3278871589567687,47854.30832142206
L00466,24,111170,12168,4.91,36,779,2022-11-16,1,2025-01-20,0.1094539893856256,0.1094539893856256,20s,27.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.47,0.25466577107638133,11706.59376782903
L00467,65,118646,35174,5.15,12,737,2024-04-22,0,,0.2964617433373228,0.2964617433373228,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.1,0.2415854323182194,34427.81418712751
L00468,67,69678,45856,8.77,36,705,2022-12-15,0,,0.6581130342432332,0.6581130342432332,60s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.15,0.27630782460177256,46637.416737922205
