LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate
L01240,47,89211,21460,16.49,24,632,2023-03-29,0,
L01241,57,135884,35463,17.83,60,398,2023-09-09,0,
L01242,31,29718,3028,7.35,12,650,2023-07-08,0,
L01243,63,124143,16503,13.83,12,514,2022-11-04,0,
L01244,51,21906,43167,6.05,36,494,2023-10-13,1,2024-10-24
L01245,45,101199,37228,12.72,24,692,2023-03-14,0,
L01246,41,114968,32504,9.6,24,661,2023-03-25,0,
L01247,64,110467,47460,13.41,60,678,2022-08-20,0,
L01248,23,36459,23710,15.08,24,547,2024-01-27,0,
L01249,43,39613,46076,8.05,12,566,2022-12-07,0,
L01250,47,49680,40825,11.53,60,722,2023-08-30,0,
L01251,57,67218,42131,11.51,24,822,2022-09-30,0,
L01252,22,56839,44576,4.2,60,301,2023-06-19,0,
L01253,41,45988,38507,11.59,24,319,2023-04-04,0,
L01254,58,37043,13225,5.76,24,325,2022-12-03,0,
L01255,23,30976,36586,16.04,36,670,2024-04-19,0,
L01256,50,116516,5017,12.78,24,504,2022-05-27,0,
L01257,23,101787,22252,17.08,60,368,2023-05-08,0,
L01258,53,124647,38031,11.66,12,807,2022-06-16,0,
L01259,32,108780,11169,15.99,36,555,2023-10-10,1,2024-12-27
L01260,44,41359,46822,10.27,24,797,2023-05-03,0,
L01261,33,80091,17842,16.64,24,826,2023-05-30,0,
L01262,25,130805,18567,13.99,60,579,2023-10-21,0,
L01263,38,99622,32187,12.31,36,359,2024-01-20,1,2025-12-13
L01264,55,29215,42385,13.8,24,378,2022-05-19,0,
L01265,45,109876,27976,10.64,12,485,2022-08-23,0,
L01266,40,83645,10860,10.9,12,765,2024-05-13,0,
L01267,66,76096,10910,11.76,24,372,2022-06-23,0,
L01268,37,95282,46738,16.72,12,845,2024-01-01,0,
L01269,24,143721,23823,17.29,36,699,2023-01-14,0,
L01270,50,105374,47912,4.49,24,571,2022-07-25,0,
L01271,36,86983,46005,8.99,60,320,2023-01-12,1,2025-07-20
L01272,56,43535,13000,6.58,36,433,2023-02-16,1,2024-12-23
L01273,40,117944,45049,5.07,12,736,2024-03-07,0,
L01274,23,112115,9085,8.01,24,400,2023-03-24,0,
L01275,54,113102,13702,10.48,36,420,2022-10-18,0,
L01276,27,108877,27094,8.47,12,572,2023-12-28,0,
L01277,56,145695,6513,6.74,24,408,2022-10-15,0,
L01278,47,54840,34007,4.49,48,336,2023-03-17,0,
L01279,55,106335,41727,7.71,60,385,2024-02-26,0,
L01280,48,72066,49314,17.99,12,732,2022-06-13,0,
L01281,56,139773,15886,5.61,12,826,2023-02-03,0,
L01282,57,145604,38278,16.32,48,663,2024-05-08,0,
L01283,35,79635,32059,13.79,48,465,2024-04-01,0,
L01284,46,63890,24322,10.6,36,422,2023-09-25,0,
L01285,31,97028,39113,6.35,60,417,2022-07-21,0,
L01286,29,105474,15682,12.12,60,759,2024-02-19,0,
L01287,59,66157,44034,4.45,12,320,2023-09-30,0,
L01288,35,58098,7655,15.71,48,671,2022-07-01,0,
L01289,43,119468,45243,4.86,60,820,2022-11-30,0,
L01290,55,97924,32332,5.99,24,542,2022-07-09,0,
L01291,37,79946,43030,11.17,60,513,2022-09-04,0,
L01292,32,49283,38851,6.77,12,698,2023-01-23,0,
L01293,37,123903,21653,17.58,60,727,2022-07-20,0,
L01294,52,64013,35069,8.16,36,561,2024-03-14,0,
L01295,44,77572,23343,13.0,48,589,2024-02-28,0,
L01296,35,29930,6285,6.18,12,620,2023-10-24,1,2024-01-13
L01297,32,90968,4386,5.02,12,679,2024-03-29,1,2024-09-17
L01298,41,134337,10637,7.68,48,415,2022-11-19,0,
L01299,48,96154,39561,8.42,48,579,2023-01-01,1,2024-05-01
L01300,65,59220,10642,17.04,48,604,2022-09-14,0,
L01301,28,39558,33782,9.23,12,740,2022-09-04,0,
L01302,27,80030,5983,6.67,48,489,2023-10-10,0,
L01303,34,95828,18089,17.38,48,789,2023-11-14,0,
L01304,68,42936,45725,16.76,12,666,2024-04-06,0,
L01305,40,62578,12455,8.96,12,770,2023-12-01,0,
L01306,27,22413,12505,11.62,36,357,2023-08-30,1,2024-10-07
L01307,38,78408,40679,6.63,60,702,2023-03-11,0,
L01308,35,78703,18898,4.25,24,490,2022-06-25,1,2022-11-10
L01309,39,83230,35980,13.42,12,693,2024-05-07,0,
L01310,42,136482,41756,17.65,24,758,2022-09-11,0,
L01311,32,48469,6845,5.36,36,520,2022-12-12,1,2025-04-18
L01312,22,139496,47398,4.92,60,524,2023-03-20,1,2026-06-22
L01313,64,98006,25372,12.71,60,305,2023-04-04,1,2023-12-20
L01314,60,135436,15178,11.12,60,556,2023-10-13,0,
L01315,53,77853,49631,5.98,36,597,2023-04-15,0,
L01316,43,87313,27014,8.48,48,580,2023-06-03,0,
L01317,66,61111,35737,8.36,60,307,2023-09-14,0,
L01318,55,90192,39901,11.92,60,720,2023-07-02,0,
L01319,60,70721,31511,12.42,36,572,2024-03-25,0,
L01320,66,71507,13972,7.89,48,743,2024-01-16,1,2027-07-11
L01321,33,53172,21105,13.07,60,414,2022-06-19,0,
L01322,21,29491,16112,9.97,60,691,2022-08-30,0,
L01323,69,93960,38010,13.56,48,476,2023-07-14,0,
L01324,56,56390,13292,7.4,12,659,2022-11-02,1,2023-07-30
L01325,24,76572,44757,13.31,12,479,2023-04-14,0,
L01326,63,55670,35563,5.02,60,321,2024-05-06,0,
L01327,53,23641,24596,17.99,24,402,2022-06-19,0,
L01328,59,127369,30197,17.56,48,531,2024-03-14,0,
L01329,54,61964,33028,13.43,48,591,2023-06-15,1,2025-01-24
L01330,64,65712,9273,10.58,24,392,2023-09-06,1,2024-10-29
L01331,47,70830,44182,11.05,48,844,2023-12-09,0,
L01332,32,34692,21120,6.7,36,569,2023-04-30,1,2025-05-05
L01333,33,119318,29708,12.14,48,539,2022-09-29,0,
L01334,25,134316,36435,13.66,48,670,2023-10-30,0,
L01335,59,141670,44381,11.12,48,361,2023-02-28,0,
L01336,57,23190,11789,5.23,12,351,2024-05-02,0,
L01337,66,38768,18563,7.89,36,681,2023-04-17,0,
L01338,28,109494,4531,16.0,48,553,2023-01-10,1,2023-11-24
L01339,40,75823,41032,13.24,36,675,2024-02-01,0,
L01340,58,46149,18540,8.19,36,743,2023-10-28,0,
L01341,37,42606,13150,9.95,36,695,2023-10-18,1,2025-12-05
L01342,59,28593,20358,11.07,24,535,2023-09-16,0,
L01343,55,69377,29853,12.21,48,548,2023-02-21,0,
L01344,38,56495,16703,14.98,12,385,2022-06-22,0,
L01345,30,75991,44803,5.06,12,432,2023-08-20,0,
L01346,49,119279,43373,7.76,12,491,2023-03-17,0,
L01347,40,88274,45317,12.33,12,461,2023-04-02,0,
L01348,60,100032,15062,8.03,48,333,2022-06-17,1,2025-08-08
L01349,69,104981,9461,10.99,12,417,2023-12-01,0,
L01350,23,96794,27485,13.59,36,412,2022-06-01,0,
L01351,64,81597,12018,7.75,24,811,2023-02-14,0,
L01352,64,67322,40306,7.66,60,476,2023-07-13,0,
L01353,43,91327,11458,13.07,12,678,2023-11-10,0,
L01354,67,47937,44831,11.39,60,512,2022-06-07,0,
L01355,23,63601,13420,12.72,60,382,2022-07-18,0,
L01356,36,140007,16201,10.89,60,594,2023-12-23,1,2027-12-14
L01357,69,30635,12964,8.18,36,428,2022-08-24,0,
L01358,41,102212,12843,9.21,12,836,2023-11-02,0,
L01359,62,82672,30228,6.82,48,524,2023-08-17,0,
L01360,44,108074,6400,5.19,36,746,2022-06-16,1,2023-03-04
L01361,48,55256,13892,15.96,48,528,2024-02-06,0,
L01362,36,125824,28995,4.43,12,427,2023-12-24,0,
L01363,51,107937,28958,17.73,36,374,2024-02-12,0,
L01364,24,46442,19412,15.1,60,315,2024-02-06,0,
L01365,57,130160,18764,4.35,36,830,2023-07-19,0,
L01366,28,27244,9372,11.76,36,809,2024-02-13,0,
L01367,26,36956,43473,5.06,12,625,2024-03-19,0,
L01368,63,69510,39545,12.5,60,625,2023-07-17,0,
L01369,57,144476,42709,10.93,60,452,2023-04-23,1,2024-11-13
L01370,21,47250,23229,6.02,24,391,2023-04-25,0,
L01371,21,66412,46876,12.2,24,351,2024-02-12,0,
L01372,61,26861,44758,9.13,48,738,2023-08-12,0,
L01373,56,43524,10065,7.36,24,808,2023-04-26,0,
L01374,42,130468,31419,8.99,12,799,2022-10-12,0,
L01375,57,122390,34320,14.47,36,767,2023-07-25,0,
L01376,56,67952,36837,13.9,60,639,2022-05-31,0,
L01377,28,74615,34106,16.34,36,652,2023-12-09,0,
L01378,42,66715,22657,13.37,12,412,2022-12-03,1,2023-05-12
L01379,53,148900,32401,7.5,36,676,2022-11-04,0,
L01380,44,109922,7846,12.63,60,668,2024-03-21,0,
L01381,68,41182,42373,4.41,24,776,2023-04-22,0,
L01382,60,30416,6412,12.35,48,747,2023-10-31,1,2026-08-08
L01383,54,98025,4353,5.81,60,753,2022-07-11,1,2025-09-05
L01384,32,30794,5934,16.17,60,485,2024-01-21,1,2026-10-14
L01385,57,126629,23800,5.43,60,321,2023-10-04,0,
L01386,45,125596,18438,11.02,60,350,2023-09-09,0,
L01387,58,126748,16026,11.57,12,615,2023-10-26,0,
L01388,32,40389,34498,8.84,60,754,2024-04-11,1,2028-12-18
L01389,51,124224,14688,12.95,36,427,2023-11-07,0,
L01390,61,32041,26227,13.49,12,570,2023-12-07,0,
L01391,51,147173,14586,5.27,24,502,2022-08-31,0,
L01392,48,90793,49501,13.6,36,370,2022-12-06,0,
L01393,38,29587,31264,6.5,36,383,2023-01-30,0,
L01394,46,137574,18754,11.84,36,675,2023-08-13,0,
L01395,22,137972,34891,15.14,36,448,2023-11-27,0,
L01396,32,135477,22859,6.13,12,585,2023-03-28,0,
L01397,44,123693,22747,7.45,24,323,2022-10-25,0,
L01398,33,103151,43727,11.32,24,737,2023-09-19,1,2025-03-08
L01399,36,69573,45733,16.26,60,462,2023-05-05,0,
L01400,57,24944,16877,9.22,48,584,2024-04-04,0,
L01401,30,23258,34629,9.81,12,715,2023-03-01,0,
L01402,52,42553,47402,9.02,24,552,2022-05-24,0,
L01403,22,100720,3669,4.35,12,607,2024-05-16,1,2024-11-14
L01404,42,131393,19493,15.45,12,639,2022-11-06,0,
L01405,56,136603,19940,5.38,60,404,2022-12-28,0,
L01406,38,80107,20257,16.0,24,347,2022-05-30,0,
L01407,27,38895,36551,14.81,48,848,2023-02-05,0,
L01408,57,23196,45320,12.05,48,513,2023-06-04,1,2026-01-02
L01409,53,48225,48853,10.64,48,381,2023-04-01,0,
L01410,30,117175,45487,6.25,36,701,2024-03-14,0,
L01411,44,26849,39015,6.4,24,766,2023-02-04,1,2024-12-24
L01412,55,137752,34113,17.92,36,692,2023-07-18,0,
L01413,35,132610,8956,8.02,36,619,2024-04-21,0,
L01414,27,90199,42830,17.48,36,461,2022-12-27,0,
L01415,69,73472,25322,12.43,60,586,2023-10-11,1,2025-11-23
L01416,49,70617,23493,11.28,60,819,2023-12-05,1,2028-05-28
L01417,68,93300,48771,10.02,12,403,2023-04-27,0,
L01418,57,91196,32521,12.23,12,576,2023-06-22,0,
L01419,24,141019,35060,9.6,24,642,2022-07-08,0,
L01420,66,126415,38169,9.74,24,565,2023-03-01,1,2023-08-11
L01421,21,81772,16824,13.64,60,839,2022-09-16,0,
L01422,68,145548,32290,6.07,12,398,2023-06-03,1,2024-04-08
L01423,51,103536,16806,17.41,12,819,2024-03-29,0,
L01424,25,26853,43477,4.76,36,319,2022-11-08,0,
L01425,22,113476,6203,11.5,48,686,2023-06-24,1,2025-01-27
L01426,43,72683,3801,17.65,48,577,2023-11-16,0,
L01427,22,102269,35449,11.25,48,300,2023-01-12,0,
L01428,68,56145,25412,9.43,60,819,2023-11-23,0,
L01429,25,39569,28738,6.23,48,575,2023-02-01,1,2025-07-16
L01430,38,101720,33897,5.7,48,453,2023-11-12,0,
L01431,66,107154,14934,9.83,36,367,2023-03-16,0,
L01432,26,101741,30331,7.17,24,658,2024-02-17,0,
L01433,69,54629,49910,11.11,60,713,2022-05-22,1,2024-10-01
L01434,31,58015,37502,5.01,12,644,2022-07-25,1,2023-06-28
L01435,46,43977,43931,8.25,36,824,2022-06-07,1,2024-07-04
L01436,22,54959,35328,17.41,48,718,2024-03-28,0,
L01437,51,46708,21847,8.76,12,755,2024-01-31,0,
L01438,68,146913,16541,6.68,36,677,2024-03-10,0,
L01439,61,79072,5024,5.05,60,431,2023-02-10,0,
L01440,30,27086,5317,6.9,48,763,2024-02-10,0,
L01441,31,68380,10848,16.61,60,573,2024-04-07,0,
L01442,34,55233,19304,16.55,36,403,2023-10-24,1,2025-06-18
L01443,38,111549,30928,7.22,12,318,2023-11-26,0,
L01444,28,143102,3002,7.68,24,764,2023-04-04,1,2025-03-23
L01445,34,98322,18037,16.65,48,438,2023-01-16,0,
L01446,67,113293,44907,9.31,60,346,2023-02-20,1,2023-04-30
L01447,68,29967,19218,6.94,12,807,2023-10-18,1,2024-06-04
L01448,33,108444,38912,9.35,12,376,2024-02-21,0,
L01449,46,48261,44065,5.31,24,775,2023-02-20,0,
L01450,44,115954,14340,8.44,36,544,2024-01-12,0,
L01451,42,84204,10737,12.3,24,441,2023-08-26,0,
L01452,40,27310,38167,8.07,24,451,2023-03-27,0,
L01453,33,96733,16050,17.63,36,749,2023-03-30,0,
L01454,63,128807,8122,10.55,36,315,2023-05-01,0,
L01455,69,120414,36725,17.38,36,606,2023-01-06,0,
L01456,50,145882,14595,12.99,12,554,2022-11-06,0,
L01457,43,128237,38645,9.8,12,570,2023-03-09,0,
L01458,66,50783,20325,9.79,48,545,2024-05-08,0,
L01459,49,84222,37493,15.59,48,387,2024-01-25,0,
L01460,22,127157,10187,14.1,24,372,2023-05-01,0,
L01461,43,135844,22510,4.56,24,819,2022-09-07,1,2024-02-07
L01462,68,40460,17963,15.23,48,430,2023-04-22,0,
L01463,34,66371,45705,9.66,60,637,2023-03-29,0,
L01464,69,58374,9766,7.31,24,432,2022-06-20,1,2023-07-05
L01465,49,57134,4506,15.7,60,375,2022-10-16,0,
L01466,57,128162,48384,15.28,60,466,2023-02-18,0,
L01467,43,112438,5810,16.12,36,308,2023-04-28,0,
L01468,47,107858,10999,14.47,12,849,2023-04-14,1,2024-02-24
L01469,38,139998,14314,15.1,48,599,2022-10-08,0,
L01470,53,73911,31067,4.13,12,821,2023-07-22,1,2024-06-23
L01471,61,111500,25891,16.09,48,701,2022-09-03,0,
L01472,68,32516,16886,13.29,12,567,2023-03-15,1,2023-07-25
L01473,31,107359,31797,17.06,48,810,2023-04-29,0,
L01474,52,90320,12472,5.9,12,742,2023-12-01,0,
L01475,25,45192,27722,10.77,36,733,2022-05-20,1,2024-10-21
L01476,22,93741,19365,16.59,60,644,2023-04-02,1,2026-12-20
L01477,46,121294,4195,10.11,48,520,2022-11-16,1,2023-02-12
L01478,35,134514,31743,10.97,60,582,2023-02-09,0,
L01479,43,135184,16275,4.27,48,746,2023-11-27,1,2024-11-08
L01480,49,54112,11515,12.04,48,645,2023-11-12,0,
L01481,43,144095,4695,9.7,36,493,2024-04-22,0,
L01482,44,58636,13839,11.34,12,314,2024-02-28,0,
L01483,47,121307,32256,16.93,48,327,2024-01-25,0,
L01484,51,33739,4789,15.74,12,730,2024-04-20,0,
L01485,69,138341,47135,8.5,36,674,2022-07-30,0,
L01486,40,138094,24534,10.8,24,404,2023-04-15,0,
L01487,68,106268,23774,14.14,60,848,2023-07-14,0,
L01488,63,121838,25228,11.24,48,355,2022-10-17,1,2024-02-26
L01489,67,34728,47774,13.7,36,391,2023-06-11,0,
L01490,65,81756,6239,11.48,12,734,2023-04-18,0,
L01491,50,137408,49607,4.98,48,765,2023-03-25,0,
L01492,46,99431,42749,11.38,12,587,2024-03-18,0,
L01493,63,34648,3364,12.77,24,568,2023-10-31,0,
L01494,55,44544,15638,7.71,48,779,2022-06-25,0,
L01495,35,146839,20157,11.08,60,652,2022-11-10,0,
L01496,39,90880,7507,17.47,48,417,2023-05-19,0,
L01497,35,47213,7477,10.47,60,543,2022-11-29,1,2025-12-22
L01498,40,20865,14173,9.75,12,372,2024-02-01,0,
L01499,26,54381,48915,7.86,48,552,2024-02-03,0,
L01500,32,78418,28362,15.31,36,421,2024-04-08,0,
L01501,46,40140,12371,13.14,36,381,2023-10-13,0,
L01502,62,143804,12795,9.73,24,422,2023-07-23,0,
L01503,30,31672,34042,12.3,36,388,2022-10-18,0,
L01504,46,45287,5586,10.81,24,556,2023-06-21,0,
L01505,59,100770,25211,5.84,12,570,2023-07-18,0,
L01506,39,147543,18321,16.25,60,633,2023-06-08,1,2028-04-10
L01507,39,90429,12476,7.54,12,498,2022-06-25,1,2022-07-12
L01508,59,97271,33177,6.39,60,408,2024-04-25,0,
L01509,58,102600,33563,5.45,60,624,2024-04-23,0,
L01510,27,119290,22502,17.25,24,312,2024-05-08,0,
L01511,65,76921,22797,7.57,36,520,2024-03-25,0,
L01512,24,99472,45029,8.8,36,507,2022-06-10,1,2024-07-28
L01513,59,97947,22465,11.61,24,842,2023-07-24,0,
L01514,23,104853,28017,14.55,24,301,2022-11-02,0,
L01515,68,58598,10523,11.45,12,464,2023-01-28,1,2023-11-05
L01516,47,42694,38774,11.5,24,364,2024-02-21,0,
L01517,49,44312,17080,15.66,36,694,2022-11-28,1,2023-07-30
L01518,37,23747,16879,4.61,24,539,2023-03-26,0,
L01519,29,44714,21890,6.67,24,497,2023-01-30,1,2024-01-17
L01520,51,131573,16092,6.68,60,730,2023-11-02,0,
L01521,56,120639,40089,6.06,24,797,2024-04-21,1,2026-01-22
L01522,41,75355,35140,14.62,12,538,2022-12-26,0,
L01523,45,98233,44420,5.97,24,716,2023-02-23,0,
L01524,61,68285,26984,16.99,48,732,2023-02-08,0,
L01525,21,91947,33788,17.47,48,748,2023-03-19,1,2024-07-05
L01526,52,53257,42657,16.54,60,615,2023-08-15,0,
L01527,22,81256,37743,12.83,60,665,2024-02-27,0,
L01528,37,95312,24947,16.79,48,356,2022-08-21,0,
L01529,37,125649,35813,10.19,60,716,2023-06-17,0,
L01530,40,147205,11983,17.85,60,673,2024-04-08,0,
L01531,54,94816,39951,17.28,36,503,2024-05-16,0,
L01532,45,115707,6644,6.91,36,838,2022-06-15,0,
L01533,51,111354,13251,12.03,24,331,2024-05-01,0,
L01534,65,32002,23284,8.93,48,757,2023-02-18,0,
L01535,24,47610,9963,13.16,12,411,2022-08-31,0,
L01536,37,32780,45856,12.67,48,416,2023-03-27,0,
L01537,47,46148,34533,4.59,48,635,2024-01-30,0,
L01538,46,40344,7242,17.79,36,674,2023-02-19,0,
L01539,48,104416,6499,11.57,36,720,2022-08-27,1,2022-09-24
L01540,60,53957,16908,10.91,60,760,2023-01-11,0,
L01541,36,143791,36793,11.27,12,371,2022-06-13,0,
L01542,62,142060,21232,7.68,36,771,2023-09-07,0,
L01543,33,37682,39870,5.25,60,477,2024-04-09,0,
L01544,51,73024,12677,17.66,12,716,2023-10-19,0,
L01545,27,117151,39860,6.56,36,793,2023-07-16,0,
L01546,48,46548,38434,15.38,48,422,2023-10-20,0,
L01547,63,122192,3840,4.92,48,322,2023-02-25,0,
L01548,25,128778,12187,11.18,12,515,2023-09-13,0,
L01549,37,72134,28689,10.07,12,556,2022-11-30,0,
L01550,41,77395,45321,16.1,36,366,2022-09-18,1,2022-11-17
L01551,64,20671,36545,12.63,36,367,2024-02-18,0,
L01552,24,98414,18120,14.28,12,483,2024-02-23,0,
L01553,21,104258,45815,6.71,12,778,2023-12-25,0,
L01554,21,97442,43002,6.95,60,584,2023-05-26,1,2024-01-22
L01555,56,138972,12180,12.95,60,687,2023-10-24,0,
L01556,47,71616,46183,13.91,60,532,2023-12-08,0,
L01557,41,92932,10338,6.73,48,581,2023-05-30,0,
L01558,55,42821,7695,10.96,48,840,2023-05-23,0,
L01559,23,72672,29355,7.15,60,446,2023-10-18,1,2028-01-02
L01560,42,145261,42802,9.16,60,443,2022-08-23,1,2025-01-24
L01561,58,68624,12611,13.11,12,722,2023-06-25,0,
L01562,49,59236,17021,8.32,48,330,2023-10-27,0,
L01563,66,70016,26244,15.95,60,771,2024-05-08,0,
L01564,51,73836,37178,5.33,24,732,2024-04-03,0,
L01565,43,115852,28567,7.49,36,547,2023-05-02,0,
L01566,23,34908,47358,5.53,60,769,2023-04-04,1,2024-11-16
L01567,43,124733,43891,16.06,48,611,2022-12-09,0,
L01568,53,47588,25491,17.34,60,762,2024-03-01,0,
L01569,54,104932,42032,5.82,24,781,2024-02-19,0,
L01570,21,104739,34285,16.37,12,460,2023-05-21,0,
L01571,40,36911,3916,10.91,48,547,2023-11-22,1,2024-10-09
L01572,43,141937,22517,8.73,12,341,2023-02-09,0,
L01573,62,121192,5690,8.54,36,517,2023-03-29,0,
L01574,36,54263,14085,15.05,12,525,2022-07-17,0,
L01575,44,97256,49732,9.99,60,320,2023-02-20,0,
L01576,67,74165,19799,10.89,24,384,2024-05-13,0,
L01577,40,111207,28385,15.63,12,772,2023-01-16,0,
L01578,39,38157,22945,14.48,24,625,2022-06-29,1,2024-04-25
L01579,45,116741,38165,12.45,48,386,2022-10-07,0,
L01580,46,24535,44936,12.83,48,792,2023-08-22,1,2024-07-23
L01581,47,122572,22285,12.03,60,771,2022-09-10,0,
L01582,57,81407,30206,14.09,60,680,2024-04-27,0,
L01583,44,126311,12784,15.49,60,641,2023-10-26,1,2026-07-25
L01584,40,29399,36312,14.45,24,491,2023-11-03,0,
L01585,24,92154,47891,14.0,36,358,2023-10-19,0,
L01586,68,73010,38476,14.08,36,308,2022-06-01,0,
L01587,37,31179,23472,9.36,36,507,2024-04-20,0,
L01588,53,99360,7299,6.69,48,816,2023-07-28,0,
L01589,38,123088,18185,16.42,48,737,2024-01-22,0,
L01590,23,112153,10192,14.29,36,637,2022-12-18,0,
L01591,51,74816,28745,15.77,60,530,2022-11-07,0,
L01592,36,114702,42973,15.28,12,736,2023-12-22,0,
L01593,45,137919,5597,10.62,36,840,2023-01-12,0,
L01594,37,64772,33554,10.13,12,567,2022-08-27,0,
L01595,55,140864,32048,13.53,36,739,2024-04-27,0,
L01596,61,73969,40809,5.58,12,472,2022-07-19,1,2022-12-08
L01597,54,89165,5114,15.73,60,322,2023-09-05,0,
L01598,65,123356,20973,16.52,48,528,2023-10-22,1,2026-06-15
L01599,37,81142,23067,10.77,36,557,2023-03-23,0,
L01600,42,47818,4868,15.37,36,764,2022-11-11,0,
L01601,33,38526,12340,6.19,60,553,2024-02-08,0,
L01602,44,142366,9212,11.01,24,561,2023-03-27,0,
L01603,36,130804,30457,15.7,36,592,2023-06-17,0,
L01604,33,105279,4004,8.51,12,499,2022-08-20,0,
L01605,56,134841,22977,14.49,60,456,2023-07-12,0,
L01606,21,143862,8607,17.13,24,754,2023-01-12,0,
L01607,35,27399,28117,14.75,36,630,2023-03-18,0,
L01608,58,136519,12628,5.01,36,446,2024-03-15,0,
L01609,63,106158,31584,10.47,48,664,2022-10-06,1,2025-06-27
L01610,56,24576,29707,13.96,24,816,2024-03-26,0,
L01611,47,40054,20165,13.73,60,786,2023-05-22,0,
L01612,67,128085,40763,10.71,12,522,2023-11-06,0,
L01613,33,115949,36270,7.32,36,464,2022-10-28,0,
L01614,26,43769,25465,9.96,60,605,2023-04-04,0,
L01615,21,56135,11095,14.48,48,749,2024-04-03,0,
L01616,68,84182,5768,17.07,36,406,2024-01-15,0,
L01617,42,75107,4160,15.34,24,635,2023-10-23,1,2025-03-29
L01618,41,131193,16882,14.18,60,371,2022-06-01,1,2024-01-01
L01619,68,34123,31132,5.87,12,522,2023-10-22,0,
L01620,52,51153,21344,10.23,48,791,2024-05-09,0,
L01621,62,98784,36187,6.22,60,463,2023-01-23,0,
L01622,48,101701,37108,13.38,36,644,2023-09-07,0,
L01623,26,136049,36359,12.59,12,755,2024-03-21,1,2024-03-23
L01624,63,36571,34740,13.23,36,828,2022-11-21,0,
L01625,42,35926,34218,5.44,36,602,2023-01-23,0,
L01626,49,49717,44756,8.54,24,802,2023-12-21,0,
L01627,57,109670,26202,10.12,24,437,2022-08-27,0,
L01628,28,134915,38096,12.94,36,730,2023-01-24,0,
L01629,66,25782,4234,15.93,48,696,2024-01-28,1,2025-11-16
L01630,21,75186,45364,7.07,24,559,2023-11-23,0,
L01631,47,103251,44029,15.98,24,663,2022-10-17,0,
L01632,53,58031,23478,5.72,24,724,2022-11-17,0,
L01633,67,44395,21756,5.5,24,647,2023-08-21,0,
L01634,64,69306,24346,7.35,12,701,2023-01-01,1,2023-07-22
L01635,51,87428,32754,7.55,36,652,2022-06-08,0,
L01636,63,33418,32886,8.96,12,544,2023-08-01,0,
L01637,32,32834,5314,8.7,60,420,2023-10-19,1,2025-12-15
L01638,68,147135,26123,9.79,60,801,2023-12-03,0,
L01639,67,32288,49978,12.48,60,619,2022-11-23,1,2027-05-16
L01640,34,89224,26869,7.31,12,824,2022-12-20,0,
L01641,22,24023,20100,12.6,36,606,2022-08-19,0,
L01642,38,118694,31460,4.19,60,597,2024-01-31,1,2024-12-12
L01643,35,39515,32991,11.17,24,533,2023-02-06,0,
L01644,33,62215,17184,16.35,60,802,2023-07-02,0,
L01645,36,102665,45679,12.78,48,663,2022-05-19,0,
L01646,38,45411,34358,8.17,24,563,2022-10-21,0,
L01647,27,126536,39135,16.49,24,409,2022-06-20,0,
L01648,68,132051,26555,9.44,24,465,2022-06-16,0,
L01649,46,23088,48783,16.43,60,842,2023-09-26,0,
L01650,55,128943,12422,9.52,24,400,2022-06-16,0,
L01651,68,149000,32430,5.05,48,472,2022-05-31,0,
L01652,48,105350,17716,17.76,12,832,2022-09-26,0,
L01653,62,149632,11498,14.94,48,632,2022-11-30,1,2025-01-06
L01654,21,134930,21268,5.82,36,708,2023-03-24,0,
L01655,48,143182,23714,13.37,24,438,2022-09-18,1,2024-05-12
L01656,21,53414,24040,7.43,48,712,2024-02-08,0,
L01657,65,118538,29972,9.75,60,780,2024-02-24,0,
L01658,51,81855,4909,5.11,36,350,2023-12-07,0,
L01659,23,80032,20140,14.82,48,780,2022-07-06,0,
L01660,56,125156,37262,12.35,24,738,2023-07-24,0,
L01661,33,128572,36212,9.03,60,763,2023-11-13,0,
L01662,68,83753,47725,16.62,24,732,2023-08-14,0,
L01663,64,43212,23637,17.89,36,610,2023-01-20,0,
L01664,22,88259,7761,12.44,48,849,2024-03-18,0,
L01665,36,47073,7190,15.64,24,777,2022-09-08,1,2022-12-02
L01666,27,33795,33428,7.66,36,722,2023-11-21,0,
L01667,49,46411,48188,4.37,60,809,2022-12-24,0,
L01668,46,125682,21073,7.28,48,414,2024-03-28,0,
L01669,23,134426,20529,11.23,48,680,2023-09-19,0,
L01670,29,117780,3296,14.24,36,762,2022-06-04,0,
L01671,25,55036,42322,7.08,48,767,2023-03-18,1,2026-06-15
L01672,33,92894,25588,15.09,60,394,2024-01-07,0,
L01673,42,20660,44675,12.52,60,493,2023-01-10,0,
L01674,36,144338,30843,8.09,48,797,2022-10-25,0,
L01675,50,146417,33346,5.34,24,453,2023-05-19,0,
L01676,43,93143,39787,14.59,24,813,2024-03-13,0,
L01677,47,131233,32176,13.42,60,540,2024-03-05,0,
L01678,55,25355,49069,9.62,24,499,2024-04-23,0,
L01679,51,148501,14284,6.89,36,715,2023-05-07,0,
L01680,49,86920,25689,15.57,12,360,2022-12-05,1,2023-01-15
L01681,27,43365,9026,8.95,48,765,2022-05-31,0,
L01682,49,126968,28108,5.39,36,381,2023-09-22,0,
L01683,58,33833,5970,17.62,60,748,2022-08-15,0,
L01684,46,87342,8664,5.41,12,334,2023-10-27,0,
L01685,32,67994,4525,5.78,60,324,2022-11-10,0,
